timestamp,raw_front_center.x,raw_front_center.y,raw_front_center.z,raw_front_l_shldr.x,raw_front_l_shldr.y,raw_front_l_shldr.z,raw_front_r_shlrd.x,raw_front_r_shlrd.y,raw_front_r_shlrd.z,raw_side_shlrd.x,raw_side_shlrd.y,raw_side_shlrd.z,raw_side_ear.x,raw_side_ear.y,raw_side_ear.z,raw_side_hip.x,raw_side_hip.y,raw_side_hip.z,measured_neck_inclination,measured_torso_inclination,measured_level,measured_lean,measured_eval_score,measured_true_score,measured_composite_score,measured_spine_length,sent_vibration,sent_sound,moved_desk
11/8/2024 15:10,0.50560084,0.520034462,-0.559220701,0.694742262,0.863489807,-0.271931887,0.285938203,0.823809206,-0.35582158,0.206625611,0.477649957,-0.288068503,0.261191696,0.33071655,-0.199459776,0.233138651,0.829754412,-0.122131035,141.0019259,16.82035157,0.006348133,0.072169565,63.85465886,69.76199316,72.44058061,0.460565289,0,0,0
11/8/2024 15:10,0.461903423,0.511220321,-0.537150532,0.637024939,0.844878376,-0.172445029,0.232711643,0.822494924,-0.45570612,0.205088168,0.474762112,-0.327445477,0.251874566,0.327260852,-0.240760893,0.240710735,0.830465376,-0.152019456,141.7825275,18.40526847,0.000438988,0.066517288,68.69946754,67.68500158,69.31503772,0.443132446,0,0,0
11/8/2024 15:10,0.472661838,0.505090669,-0.625011384,0.640088201,0.83474946,-0.186904967,0.238173574,0.8222332,-0.50540626,0.206996635,0.497233987,-0.42756027,0.255783498,0.342265218,-0.327099383,0.254722565,0.844763458,-0.16430369,133.7639244,24.39051926,0.013458788,0.071448592,64.47263503,44.48845569,44.32256393,0.441051274,0,0,0
11/8/2024 15:10,0.464902937,0.52078712,-0.725854516,0.651269317,0.842904806,-0.391353428,0.256281465,0.82159847,-0.411013663,0.191749185,0.482154369,-0.332762063,0.219264179,0.335301578,-0.258922517,0.264824808,0.857434154,-0.132158652,143.9007099,22.34319702,0.009445488,0.076509636,60.1345978,62.7745998,60.71565205,0.47114932,0,0,0
11/8/2024 15:10,0.466700569,0.536261708,-0.662325114,0.655913472,0.844426513,-0.376368016,0.267459095,0.823515892,-0.325356811,0.17990683,0.471240103,-0.323324382,0.197129637,0.331051826,-0.250472993,0.266589344,0.854194582,-0.124780215,148.846602,21.07261114,0.008438528,0.073145185,63.01841314,72.24002057,69.68855319,0.481820507,0,0,0
11/8/2024 15:10,0.450122118,0.53292191,-0.526828408,0.65419662,0.835959613,-0.318587244,0.271616012,0.810207009,-0.267136246,0.16797398,0.472174972,-0.315347672,0.186215103,0.328506142,-0.247555643,0.27474165,0.857887685,-0.122584246,148.1165803,22.90222834,0.009979427,0.057708018,76.25027069,67.5587557,64.66814293,0.488552006,0,0,0
11/8/2024 15:10,0.454962865,0.532876492,-0.537766457,0.656150818,0.836641073,-0.310964674,0.27311641,0.809754252,-0.265407383,0.169688478,0.470641226,-0.318246126,0.193368405,0.323642641,-0.236447692,0.281465381,0.852225304,-0.140660763,146.6206438,22.89379242,0.003403753,0.060646348,73.73170197,65.48131642,62.91918012,0.484149358,0,0,0
11/8/2024 15:10,0.459028065,0.533272952,-0.653750658,0.658320546,0.841368735,-0.350711524,0.266841829,0.814502418,-0.392116219,0.174879104,0.469105273,-0.312958777,0.197733,0.320555866,-0.231154233,0.284344941,0.842659593,-0.145422369,146.2123864,22.68711981,0.003594428,0.07063121,65.17324878,65.32310138,62.59330135,0.482549865,0,0,0
11/8/2024 15:10,0.457315087,0.524511695,-0.499602303,0.656047463,0.839469254,-0.293273509,0.266915619,0.815903068,-0.253583819,0.177734897,0.469145089,-0.306317717,0.199687123,0.318105042,-0.24064818,0.290232748,0.839663327,-0.130031019,146.1929092,25.41598025,0.005665004,0.061822098,72.72391622,59.83811233,55.67244856,0.481733014,0,0,0
11/8/2024 15:10,0.428001121,0.525054276,-0.475556687,0.62479037,0.834388435,-0.203669816,0.259606898,0.77775842,-0.237016797,0.147051975,0.499453485,-0.284914702,0.206222966,0.334252656,-0.218027085,0.248755693,0.840480626,-0.157906309,138.2520574,23.85352993,0.011063218,0.055796685,77.88855597,51.84582054,51.36227782,0.438803216,0,0,0
